Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area
Jan-96,10.60,7.66,NA,NA,NA,8.10,NA,NA,NA,NA,NA,14.50,NA,40.83,NA,10.11,NA,3.20,NA,NA,NA,NA,NA,23.51,NA,12.10,NA,NA,NA,10.00,NA,NA,13.30,NA,NA,7.90,NA,10.40,NA,NA,NA,NA,11.32,8.70,NA,NA,NA,NA,NA,10.00,NA,NA,11.32,8.30,NA
Feb-96,11.40,8.55,NA,NA,NA,8.30,NA,NA,NA,NA,NA,11.80,NA,30.27,NA,12.09,NA,4.00,NA,NA,NA,NA,NA,15.85,NA,12.20,NA,NA,NA,9.40,NA,NA,12.50,NA,NA,15.00,NA,9.50,NA,NA,NA,NA,12.38,10.80,NA,NA,NA,NA,NA,9.30,NA,NA,11.15,9.18,NA
Mar-96,8.40,5.77,NA,NA,NA,5.70,NA,NA,NA,NA,NA,9.30,NA,31.09,NA,9.28,NA,2.50,NA,NA,NA,NA,NA,13.77,NA,14.80,NA,NA,NA,6.20,NA,NA,8.80,NA,NA,11.20,NA,7.40,NA,NA,NA,NA,9.44,8.50,NA,NA,NA,NA,NA,6.30,NA,NA,10.05,6.45,NA
Apr-96,7.70,5.22,NA,NA,NA,5.50,NA,NA,NA,NA,NA,9.40,NA,37.69,NA,8.52,NA,2.90,NA,NA,NA,NA,NA,14.28,NA,10.70,NA,NA,NA,5.30,NA,NA,7.70,NA,NA,7.20,NA,6.00,NA,NA,NA,NA,9.53,9.40,NA,NA,NA,NA,NA,6.30,NA,NA,8.68,6.57,NA
May-96,7.40,5.51,NA,NA,NA,6.00,NA,NA,NA,NA,NA,9.50,NA,23.71,NA,8.30,NA,1.60,NA,NA,NA,NA,NA,9.73,NA,9.20,NA,NA,NA,5.40,NA,NA,7.20,NA,NA,7.70,NA,7.60,NA,NA,NA,NA,7.57,10.60,NA,NA,NA,NA,NA,6.90,NA,NA,7.56,6.54,NA
Jun-96,7.70,4.81,NA,NA,NA,4.90,NA,NA,NA,NA,NA,8.80,NA,26.33,NA,9.03,NA,1.40,NA,NA,NA,NA,NA,12.14,NA,11.00,NA,NA,NA,6.30,NA,NA,7.60,NA,NA,6.40,NA,7.50,NA,NA,NA,NA,8.62,11.00,NA,NA,NA,NA,NA,6.80,NA,NA,8.47,6.02,NA
Jul-96,7.20,4.91,NA,NA,NA,5.40,NA,NA,NA,NA,NA,10.20,NA,26.44,NA,7.87,NA,1.90,NA,NA,NA,NA,NA,13.38,NA,11.30,NA,NA,NA,7.00,NA,NA,7.90,NA,NA,5.00,NA,7.90,NA,NA,NA,NA,8.24,8.30,NA,NA,NA,NA,NA,6.40,NA,NA,7.10,5.88,NA
Aug-96,7.50,4.93,NA,NA,NA,5.20,NA,NA,NA,NA,NA,9.30,NA,22.19,NA,9.38,NA,1.70,NA,NA,NA,NA,NA,9.98,NA,11.20,NA,NA,NA,6.10,NA,NA,6.90,NA,NA,4.10,NA,6.00,NA,NA,NA,NA,9.30,7.90,NA,NA,NA,NA,NA,7.10,NA,NA,8.64,5.79,NA
Sep-96,9.50,5.34,NA,NA,NA,5.50,NA,NA,NA,NA,NA,9.90,NA,41.14,NA,9.81,NA,2.30,NA,NA,NA,NA,NA,15.22,NA,11.00,NA,NA,NA,6.60,NA,NA,11.20,NA,NA,8.40,NA,6.40,NA,NA,NA,NA,9.17,9.50,NA,NA,NA,NA,NA,7.10,NA,NA,10.01,6.61,NA
Oct-96,8.30,4.36,NA,NA,NA,5.20,NA,NA,NA,NA,NA,10.40,NA,30.58,NA,8.34,NA,1.50,NA,NA,NA,NA,NA,9.67,NA,12.20,NA,NA,NA,5.80,NA,NA,10.70,NA,NA,6.50,NA,6.70,NA,NA,NA,NA,7.02,7.10,NA,NA,NA,NA,NA,7.30,NA,NA,8.12,5.26,NA
Nov-96,9.10,5.38,NA,NA,NA,5.20,NA,NA,NA,NA,NA,12.40,NA,38.14,NA,8.65,NA,1.10,NA,NA,NA,NA,NA,10.58,NA,10.30,NA,NA,NA,7.70,NA,NA,12.00,NA,NA,6.80,NA,7.70,NA,NA,NA,NA,6.85,7.70,NA,NA,NA,NA,NA,8.00,NA,NA,9.45,5.67,NA
Dec-96,7.10,3.24,NA,NA,NA,3.80,NA,NA,NA,NA,NA,9.60,NA,38.19,NA,7.27,NA,0.70,NA,NA,NA,NA,NA,10.63,NA,8.00,NA,NA,NA,6.20,NA,NA,9.00,NA,NA,9.50,NA,7.50,NA,NA,NA,NA,7.09,9.30,NA,NA,NA,NA,NA,7.50,NA,NA,6.08,4.70,NA
Jan-97,9.60,5.32,NA,NA,NA,4.60,NA,NA,NA,NA,NA,13.90,NA,23.43,NA,9.45,NA,0.70,NA,NA,NA,NA,NA,11.12,NA,11.00,NA,NA,9.29,7.70,NA,NA,11.30,5.39,NA,5.60,NA,8.60,NA,NA,NA,NA,8.50,8.30,NA,NA,NA,NA,NA,9.30,NA,NA,10.55,5.65,NA
Feb-97,10.20,5.66,NA,NA,NA,5.70,NA,NA,NA,NA,NA,11.10,NA,28.97,NA,9.82,NA,3.10,NA,NA,NA,NA,NA,19.16,NA,12.20,NA,NA,10.87,5.90,NA,NA,12.10,5.78,NA,2.30,NA,12.00,NA,NA,NA,NA,9.25,10.40,NA,NA,NA,NA,NA,6.90,NA,NA,10.52,7.04,NA
Mar-97,8.30,4.04,NA,NA,NA,4.90,NA,NA,NA,NA,NA,8.90,NA,22.79,NA,8.37,NA,2.20,NA,NA,NA,NA,NA,8.40,NA,10.70,NA,NA,7.60,6.80,NA,NA,9.40,4.61,NA,4.20,NA,7.10,NA,NA,NA,NA,8.49,9.40,NA,NA,NA,NA,NA,5.20,NA,NA,9.21,5.53,NA
Apr-97,7.20,2.76,NA,NA,NA,3.70,NA,NA,NA,NA,NA,9.50,NA,25.66,NA,7.24,NA,1.70,NA,NA,NA,NA,NA,7.92,NA,10.40,NA,NA,7.27,5.90,NA,NA,8.40,3.61,NA,3.20,NA,8.20,NA,NA,NA,NA,7.96,9.00,NA,NA,NA,NA,NA,6.20,NA,NA,8.09,4.35,NA
May-97,6.80,3.52,NA,NA,NA,3.10,NA,NA,NA,NA,NA,10.10,NA,37.15,NA,7.00,NA,1.60,NA,NA,NA,NA,NA,7.15,NA,8.30,NA,NA,6.92,5.40,NA,NA,7.80,3.45,NA,3.00,NA,7.40,NA,NA,NA,NA,5.79,6.90,NA,NA,NA,NA,NA,5.90,NA,NA,8.28,4.15,NA
Jun-97,6.60,2.96,NA,NA,NA,3.00,NA,NA,NA,NA,NA,8.80,NA,21.29,NA,6.40,NA,1.70,NA,NA,NA,NA,NA,8.72,NA,5.70,NA,NA,6.20,5.70,NA,NA,7.70,4.16,NA,4.20,NA,5.80,NA,NA,NA,NA,6.61,8.00,NA,NA,NA,NA,NA,5.50,NA,NA,7.33,4.24,NA
Jul-97,6.30,3.04,NA,NA,NA,2.60,NA,NA,NA,NA,NA,7.80,NA,17.00,NA,6.09,NA,1.40,NA,NA,NA,NA,NA,7.41,NA,12.30,NA,NA,6.47,5.50,NA,NA,7.10,3.56,NA,1.60,NA,6.70,NA,NA,NA,NA,6.60,6.90,NA,NA,NA,NA,NA,5.00,NA,NA,7.15,3.88,NA
Aug-97,5.90,2.84,NA,NA,NA,2.70,NA,NA,NA,NA,NA,8.00,NA,21.05,NA,5.91,NA,1.30,NA,NA,NA,NA,NA,6.43,NA,8.00,NA,NA,5.90,5.60,NA,NA,7.00,4.32,NA,1.50,NA,4.50,NA,NA,NA,NA,7.40,6.40,NA,NA,NA,NA,NA,4.80,NA,NA,6.11,3.83,NA
Sep-97,6.10,3.39,NA,NA,NA,2.90,NA,NA,NA,NA,NA,9.20,NA,15.82,NA,5.99,NA,1.40,NA,NA,NA,NA,NA,6.00,NA,7.00,NA,NA,7.27,5.80,NA,NA,7.70,3.85,NA,4.40,NA,6.80,NA,NA,NA,NA,7.19,6.20,NA,NA,NA,NA,NA,5.20,NA,NA,6.78,4.04,NA
Oct-97,5.50,2.43,NA,NA,NA,3.00,NA,NA,NA,NA,NA,8.70,NA,13.23,NA,5.59,NA,1.10,NA,NA,NA,NA,NA,7.11,NA,5.80,NA,NA,6.24,5.10,NA,NA,6.90,3.20,NA,3.60,NA,5.80,NA,NA,NA,NA,5.91,5.20,NA,NA,NA,NA,NA,4.90,NA,NA,5.98,3.47,NA
Nov-97,6.70,2.88,NA,NA,NA,2.80,NA,NA,NA,NA,NA,9.90,NA,15.00,NA,6.83,NA,1.10,NA,NA,NA,NA,NA,7.07,NA,7.00,NA,NA,8.69,6.40,NA,NA,8.40,3.68,NA,4.70,NA,6.60,NA,NA,NA,NA,9.65,6.10,NA,NA,NA,NA,NA,5.70,NA,NA,7.42,3.92,NA
Dec-97,4.80,1.98,NA,NA,NA,2.30,NA,NA,NA,NA,NA,9.70,NA,23.47,NA,5.19,NA,0.60,NA,NA,NA,NA,NA,7.34,NA,5.00,NA,NA,3.84,5.30,NA,NA,6.70,2.07,NA,1.70,NA,4.10,NA,NA,NA,NA,6.39,4.60,NA,NA,NA,NA,NA,4.50,NA,NA,5.12,2.85,NA
Jan-98,6.90,3.35,NA,NA,NA,3.40,NA,NA,NA,NA,NA,13.40,NA,26.39,NA,6.88,NA,1.50,NA,NA,NA,NA,NA,7.39,NA,7.80,NA,NA,7.73,7.30,NA,8.36,10.10,2.57,NA,3.20,NA,6.30,NA,NA,NA,NA,6.30,7.30,NA,NA,NA,NA,NA,6.90,NA,NA,7.14,4.20,7.45
Feb-98,7.50,3.19,NA,NA,NA,3.10,NA,NA,NA,NA,NA,11.80,NA,29.28,NA,8.21,NA,1.30,NA,NA,NA,NA,NA,7.74,NA,8.20,NA,NA,8.01,6.30,NA,9.56,9.60,4.16,NA,3.40,NA,6.80,NA,NA,NA,NA,5.98,5.80,NA,NA,NA,NA,NA,6.70,NA,NA,8.36,3.98,8.08
Mar-98,5.30,2.05,NA,NA,NA,1.50,NA,NA,NA,NA,NA,8.80,NA,21.07,NA,5.41,NA,2.20,NA,NA,NA,NA,NA,5.68,NA,6.00,NA,NA,6.82,4.90,NA,7.02,7.00,2.71,NA,3.00,NA,5.00,NA,NA,NA,NA,5.36,5.10,NA,NA,NA,NA,NA,4.60,NA,NA,5.70,2.99,6.16
Apr-98,5.00,1.85,NA,NA,NA,1.60,NA,NA,NA,NA,NA,7.70,NA,14.85,NA,4.81,NA,2.00,NA,NA,NA,NA,NA,5.41,NA,5.40,NA,NA,5.98,4.70,NA,6.74,7.40,2.87,NA,3.90,NA,5.20,NA,NA,NA,NA,5.28,5.90,NA,NA,NA,NA,NA,4.60,NA,NA,5.34,3.01,6.10
May-98,4.50,2.03,NA,NA,NA,1.70,NA,NA,NA,NA,NA,6.30,NA,18.71,NA,4.27,NA,2.20,NA,NA,NA,NA,NA,6.60,NA,5.30,NA,NA,6.72,4.60,NA,3.50,6.40,2.93,NA,5.30,NA,4.30,NA,NA,NA,NA,3.40,3.10,NA,NA,NA,NA,NA,3.90,NA,NA,4.50,2.46,5.20
Jun-98,4.40,2.15,NA,NA,NA,1.70,NA,NA,NA,NA,NA,6.00,NA,21.52,NA,4.39,NA,2.30,NA,NA,NA,NA,NA,3.84,NA,6.10,NA,NA,4.55,4.00,NA,2.61,6.00,3.11,NA,4.50,NA,3.80,NA,NA,NA,NA,2.98,2.50,NA,NA,NA,NA,NA,3.90,NA,NA,3.67,2.39,3.12
Jul-98,4.90,2.36,NA,NA,NA,2.40,NA,NA,NA,NA,NA,5.80,NA,13.27,NA,4.66,NA,2.30,NA,NA,NA,NA,NA,4.58,NA,5.50,NA,NA,4.10,4.30,NA,2.82,6.20,3.01,NA,3.80,NA,5.60,NA,NA,NA,NA,3.53,3.20,NA,NA,NA,NA,NA,3.00,NA,NA,3.81,2.72,3.17
Aug-98,5.20,3.02,NA,NA,NA,2.60,NA,NA,NA,NA,NA,5.90,NA,26.70,NA,5.43,NA,3.10,NA,NA,NA,NA,NA,3.42,NA,6.50,NA,NA,6.94,4.60,NA,2.42,7.30,3.78,NA,4.10,NA,3.70,NA,NA,NA,NA,3.59,3.40,NA,NA,NA,NA,NA,4.00,NA,NA,4.38,3.15,3.39
Sep-98,5.40,3.31,NA,NA,NA,2.90,NA,NA,NA,NA,NA,6.60,NA,16.39,NA,5.41,NA,3.80,NA,NA,NA,NA,NA,4.50,NA,5.40,NA,NA,7.28,4.60,NA,2.36,8.00,7.37,NA,4.50,NA,5.60,NA,NA,NA,NA,3.00,3.40,NA,NA,NA,NA,NA,3.80,NA,NA,4.20,3.58,3.50
Oct-98,5.30,3.53,NA,NA,NA,2.80,NA,NA,NA,NA,NA,7.60,NA,15.86,NA,5.69,NA,3.70,NA,NA,NA,NA,NA,3.74,NA,7.50,NA,NA,7.72,4.60,NA,1.52,7.70,3.35,NA,4.20,NA,3.70,NA,NA,NA,NA,2.90,3.60,NA,NA,NA,NA,NA,4.40,NA,NA,4.37,3.32,3.32
Nov-98,5.60,2.62,NA,NA,NA,2.40,NA,NA,NA,NA,NA,7.60,NA,19.28,NA,6.31,NA,3.20,NA,NA,NA,NA,NA,4.00,NA,9.10,NA,NA,7.99,4.50,NA,1.93,10.00,2.17,NA,4.40,NA,3.70,NA,NA,NA,NA,3.53,3.20,NA,NA,NA,NA,NA,5.40,NA,NA,4.87,2.78,3.40
Dec-98,4.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40,NA,13.56,NA,4.55,NA,2.00,NA,NA,NA,NA,NA,3.30,NA,3.70,NA,NA,6.20,3.40,NA,1.07,6.90,1.63,NA,3.30,NA,3.00,NA,NA,NA,NA,2.74,2.50,NA,NA,NA,NA,NA,5.60,NA,NA,3.35,2.24,2.53
Jan-99,6.10,10.46,NA,NA,NA,4.00,NA,NA,NA,NA,NA,9.00,NA,18.85,NA,7.23,NA,3.80,NA,NA,NA,NA,NA,3.66,NA,5.70,NA,NA,9.77,5.60,NA,2.27,9.80,3.58,NA,5.40,NA,4.50,NA,NA,NA,NA,3.79,3.90,NA,NA,NA,NA,NA,5.50,NA,NA,5.55,5.57,4.09
Feb-99,6.00,6.68,NA,NA,NA,3.70,NA,NA,NA,NA,NA,9.30,NA,22.93,NA,8.20,NA,3.10,NA,NA,NA,NA,NA,6.45,NA,5.40,NA,NA,13.31,5.10,NA,2.61,8.80,3.63,NA,5.90,NA,3.50,NA,NA,NA,NA,2.70,4.30,NA,NA,NA,NA,NA,5.80,NA,NA,7.81,4.72,7.61
Mar-99,3.30,5.39,NA,NA,NA,2.40,NA,NA,NA,NA,NA,6.70,NA,17.56,NA,4.78,NA,3.00,NA,NA,NA,NA,NA,4.27,NA,3.90,NA,NA,8.12,3.80,NA,1.95,7.10,2.38,NA,4.20,NA,3.40,NA,NA,NA,NA,2.55,3.30,NA,NA,NA,NA,NA,5.80,NA,NA,4.90,3.68,5.09
Apr-99,3.60,1.52,NA,NA,NA,11.30,NA,NA,NA,NA,NA,5.60,NA,12.69,NA,5.01,NA,2.30,NA,NA,NA,NA,NA,3.64,NA,3.80,NA,NA,4.34,3.80,NA,2.01,6.10,2.44,NA,3.90,NA,2.90,NA,NA,NA,NA,2.28,3.60,NA,NA,NA,NA,NA,3.80,NA,NA,3.86,3.87,2.81
May-99,4.10,1.66,NA,NA,NA,11.90,NA,NA,NA,NA,NA,NA,NA,14.36,NA,5.47,NA,2.80,NA,NA,NA,NA,NA,3.38,NA,2.20,NA,NA,3.88,3.60,NA,3.30,7.10,2.67,NA,4.00,NA,3.00,NA,NA,NA,NA,2.38,3.30,NA,NA,NA,NA,NA,4.00,NA,NA,4.79,4.08,3.60
Jun-99,3.60,1.36,NA,NA,NA,11.60,NA,NA,NA,NA,NA,NA,NA,14.96,NA,4.58,NA,2.30,NA,NA,NA,NA,NA,3.23,NA,2.70,NA,NA,4.42,3.10,NA,1.85,4.50,2.23,NA,3.30,NA,3.20,NA,NA,NA,NA,2.10,3.00,NA,NA,NA,NA,NA,4.10,NA,NA,3.38,3.71,2.64
Jul-99,3.10,1.49,NA,NA,NA,1.30,NA,NA,NA,NA,NA,NA,NA,10.93,NA,4.60,NA,2.20,NA,NA,NA,NA,NA,2.81,NA,2.80,NA,NA,4.52,3.00,NA,1.87,5.90,2.45,NA,3.40,NA,3.90,NA,NA,NA,NA,2.00,3.00,NA,NA,NA,NA,NA,4.20,NA,NA,3.55,1.94,2.62
Aug-99,4.00,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82,NA,5.14,NA,2.60,NA,NA,NA,NA,NA,3.82,NA,3.10,NA,NA,5.12,3.30,NA,1.92,6.10,2.79,NA,3.50,NA,5.90,NA,NA,NA,NA,1.93,2.70,NA,NA,NA,NA,NA,3.90,NA,NA,3.74,2.18,2.78
Sep-99,3.60,4.94,NA,NA,NA,2.20,NA,NA,NA,NA,NA,NA,NA,13.70,NA,3.38,NA,2.60,NA,NA,NA,NA,NA,3.30,NA,3.30,NA,NA,4.89,3.20,NA,3.55,6.10,2.65,NA,3.80,NA,4.20,NA,NA,NA,NA,2.50,2.90,NA,NA,NA,NA,NA,3.60,NA,NA,4.24,3.41,3.99
Oct-99,3.50,3.23,NA,NA,NA,5.10,NA,NA,NA,NA,NA,NA,NA,9.09,NA,4.74,NA,2.70,NA,NA,NA,NA,NA,3.13,NA,3.30,NA,NA,5.45,2.90,NA,3.24,5.80,2.06,NA,3.30,NA,3.70,NA,NA,NA,NA,1.85,2.90,NA,NA,NA,NA,NA,3.80,NA,NA,3.98,3.03,3.88
Nov-99,3.80,1.65,NA,NA,NA,5.40,NA,NA,NA,NA,NA,NA,NA,11.22,NA,3.22,NA,1.90,NA,NA,NA,NA,NA,3.53,NA,3.10,NA,NA,5.90,3.10,NA,5.64,6.10,2.11,NA,4.30,NA,3.80,NA,NA,NA,NA,2.28,2.40,NA,NA,NA,NA,NA,3.80,NA,NA,4.56,2.47,5.76
Dec-99,2.80,3.09,NA,NA,NA,4.30,NA,NA,NA,NA,NA,NA,NA,11.12,NA,3.91,NA,1.50,NA,NA,NA,NA,NA,2.35,NA,2.00,NA,NA,4.24,2.60,NA,4.29,5.10,1.46,NA,3.30,NA,2.90,NA,NA,NA,NA,1.71,1.70,NA,NA,NA,NA,NA,3.20,NA,NA,3.82,2.52,4.27
Jan-00,5.00,1.20,NA,NA,NA,4.10,NA,NA,NA,NA,NA,NA,NA,14.75,NA,6.21,NA,3.20,NA,NA,NA,NA,NA,4.46,NA,4.10,NA,NA,5.52,4.10,NA,4.46,7.20,2.16,NA,4.40,NA,4.80,NA,NA,NA,NA,2.66,3.10,NA,NA,NA,NA,NA,5.60,NA,NA,5.69,2.46,4.87
Feb-00,4.30,1.25,NA,NA,NA,4.10,NA,NA,NA,NA,NA,NA,NA,16.66,NA,6.31,NA,2.00,NA,NA,NA,NA,NA,3.39,NA,3.30,NA,NA,5.26,4.60,NA,4.36,5.90,2.02,NA,5.60,NA,4.30,NA,NA,NA,NA,2.15,2.80,NA,NA,NA,NA,NA,5.00,NA,NA,5.40,2.23,4.68
Mar-00,3.00,0.87,NA,NA,NA,3.20,NA,NA,NA,NA,NA,NA,NA,6.45,NA,3.84,NA,1.90,NA,NA,NA,NA,NA,2.48,NA,2.20,NA,NA,3.46,3.90,NA,3.14,4.30,2.18,NA,4.10,NA,2.70,NA,NA,NA,NA,1.57,2.20,NA,NA,NA,NA,NA,2.90,NA,NA,3.25,1.79,3.26
Apr-00,3.10,1.33,NA,NA,NA,3.50,NA,NA,NA,NA,NA,NA,NA,9.37,NA,4.08,NA,2.10,NA,NA,NA,NA,NA,2.74,NA,2.40,NA,NA,5.28,4.20,NA,4.12,5.10,2.94,NA,4.80,NA,3.40,NA,NA,NA,NA,2.04,2.70,NA,NA,NA,NA,NA,3.40,NA,NA,4.16,2.22,4.74
May-00,3.30,1.33,NA,NA,NA,3.10,NA,NA,NA,NA,NA,NA,NA,7.78,NA,4.04,NA,2.50,NA,NA,NA,NA,NA,3.01,NA,2.30,NA,NA,3.05,3.30,NA,3.89,5.30,2.50,NA,4.30,NA,3.30,NA,NA,NA,NA,1.72,2.70,NA,NA,NA,NA,NA,3.40,NA,NA,3.78,2.13,3.44
Jun-00,3.00,1.46,NA,NA,NA,3.10,NA,NA,NA,NA,NA,NA,NA,5.51,NA,4.08,NA,2.50,NA,NA,NA,NA,NA,2.60,NA,2.20,NA,NA,3.60,3.10,NA,3.66,4.70,2.73,NA,3.60,NA,3.50,NA,NA,NA,NA,1.79,2.40,NA,NA,NA,NA,NA,3.50,NA,NA,3.85,2.13,3.63
Jul-00,3.20,3.09,NA,NA,NA,4.00,NA,NA,NA,NA,NA,NA,NA,5.91,NA,4.67,NA,2.80,NA,NA,NA,NA,NA,3.83,NA,2.80,NA,NA,4.65,3.70,NA,3.47,5.60,2.54,NA,4.40,NA,4.40,NA,NA,NA,NA,2.81,3.20,NA,NA,NA,NA,NA,3.90,NA,NA,4.35,3.08,3.99
Aug-00,3.10,2.25,NA,NA,NA,3.20,NA,NA,NA,NA,NA,NA,NA,5.34,NA,4.20,NA,1.70,NA,NA,NA,NA,NA,4.04,NA,2.70,NA,NA,4.34,3.20,NA,3.76,5.30,2.12,NA,3.90,NA,3.00,NA,NA,NA,NA,1.99,2.60,NA,NA,NA,NA,NA,3.60,NA,NA,4.07,2.37,4.04
Sep-00,3.20,2.43,NA,NA,NA,3.30,NA,NA,NA,NA,NA,NA,NA,4.71,NA,4.38,NA,2.40,NA,NA,NA,NA,NA,3.56,NA,2.50,NA,NA,2.47,3.10,NA,2.43,5.50,2.47,NA,3.80,NA,3.30,NA,NA,NA,NA,2.06,2.60,NA,NA,NA,NA,NA,3.40,NA,NA,3.39,2.51,2.45
Oct-00,3.00,2.46,NA,NA,NA,3.20,NA,NA,NA,NA,NA,NA,NA,5.04,NA,4.53,NA,2.30,NA,NA,NA,NA,NA,3.15,NA,2.50,NA,NA,4.67,3.10,NA,3.54,5.50,2.02,NA,3.70,NA,NA,NA,NA,NA,NA,1.70,2.30,NA,NA,NA,NA,NA,3.60,NA,NA,4.17,2.36,4.10
Nov-00,2.60,2.64,NA,NA,NA,3.40,NA,NA,NA,NA,NA,NA,NA,4.30,NA,4.06,NA,1.80,NA,NA,NA,NA,NA,3.49,NA,2.10,NA,NA,4.92,2.80,NA,2.29,5.50,2.19,NA,3.60,NA,4.30,NA,NA,NA,NA,2.02,2.40,NA,NA,NA,NA,NA,3.80,NA,NA,3.97,2.46,4.18
Dec-00,2.70,2.21,NA,NA,NA,3.10,NA,NA,NA,NA,NA,NA,NA,4.25,NA,3.62,NA,1.80,NA,NA,NA,NA,NA,3.93,NA,2.30,NA,NA,5.20,2.20,NA,2.45,5.20,1.81,NA,3.80,NA,3.60,NA,NA,NA,NA,1.60,1.90,NA,NA,NA,NA,NA,3.80,NA,NA,3.75,2.13,4.40
1-Jan,4.20,3.58,NA,NA,NA,5.60,NA,NA,NA,NA,NA,NA,NA,5.17,NA,5.64,NA,3.30,NA,NA,NA,NA,NA,4.64,NA,3.30,NA,NA,7.10,3.60,NA,4.86,7.50,3.49,NA,4.60,NA,5.10,NA,NA,NA,NA,2.02,3.80,NA,NA,NA,NA,NA,4.80,NA,NA,5.50,3.60,6.00
1-Feb,4.00,4.75,NA,NA,NA,6.40,NA,NA,NA,NA,NA,NA,NA,6.63,NA,5.51,NA,4.30,NA,8.58,NA,NA,NA,4.41,NA,3.10,NA,NA,6.69,4.20,NA,5.16,7.60,4.85,NA,5.50,NA,NA,NA,NA,NA,NA,3.10,4.30,NA,NA,NA,NA,NA,5.60,NA,NA,5.59,4.51,5.97
1-Mar,3.10,3.70,NA,NA,NA,4.50,NA,NA,NA,NA,NA,NA,NA,6.38,NA,3.66,NA,4.10,NA,7.10,NA,NA,NA,3.93,NA,2.20,NA,NA,2.84,3.20,NA,4.88,5.40,3.56,NA,3.80,NA,NA,NA,NA,NA,NA,2.32,4.00,NA,NA,NA,NA,NA,3.60,NA,NA,3.69,3.61,4.05
1-Apr,4.00,5.47,NA,NA,NA,5.80,NA,NA,NA,NA,NA,NA,NA,6.71,NA,3.98,NA,4.80,NA,8.60,NA,NA,NA,4.57,NA,2.50,NA,NA,2.75,4.20,NA,3.86,6.10,4.43,NA,2.80,NA,NA,NA,NA,NA,NA,3.17,6.00,NA,NA,NA,NA,NA,4.50,NA,NA,3.75,4.96,3.57
1-May,3.60,4.36,NA,NA,NA,6.50,NA,NA,NA,NA,NA,NA,NA,5.68,NA,3.03,NA,6.10,NA,6.86,NA,NA,NA,5.93,NA,2.20,NA,NA,2.70,3.70,NA,5.51,6.10,3.70,NA,3.80,NA,NA,NA,NA,NA,NA,6.84,5.50,NA,NA,NA,NA,NA,3.20,NA,NA,3.25,5.05,4.38
1-Jun,3.40,4.66,NA,NA,NA,5.30,NA,NA,NA,NA,NA,NA,NA,7.16,NA,3.18,NA,5.30,NA,5.00,NA,NA,NA,4.71,NA,2.20,NA,NA,2.74,3.60,NA,2.66,5.50,3.50,NA,4.90,NA,4.50,NA,NA,NA,NA,3.73,5.30,NA,NA,NA,NA,NA,3.30,NA,NA,2.94,4.58,2.71
1-Jul,3.50,4.41,NA,NA,NA,5.00,NA,NA,NA,NA,NA,NA,NA,5.74,NA,3.31,NA,5.30,NA,5.61,NA,NA,NA,5.92,NA,2.40,NA,NA,3.04,3.70,NA,3.24,5.70,3.46,NA,5.50,NA,3.60,NA,NA,NA,NA,5.03,6.30,NA,NA,NA,NA,NA,3.50,NA,NA,3.13,4.75,3.09
1-Aug,3.10,3.79,NA,NA,NA,4.30,NA,NA,NA,NA,NA,NA,NA,8.54,NA,3.04,NA,4.90,NA,5.80,NA,NA,NA,4.50,NA,2.40,NA,NA,2.50,3.10,NA,3.14,5.10,3.40,NA,4.50,NA,4.60,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA,NA,2.90,NA,NA,2.90,4.04,2.92
1-Sep,3.90,4.96,NA,NA,NA,5.60,NA,NA,NA,NA,NA,NA,NA,7.99,NA,3.94,NA,7.10,NA,7.31,NA,NA,NA,6.47,NA,2.80,NA,NA,3.24,4.20,NA,2.46,6.60,4.82,NA,5.80,NA,6.00,NA,NA,NA,NA,5.78,NA,NA,NA,NA,NA,NA,3.60,NA,NA,3.69,5.35,2.93
1-Oct,4.00,4.10,NA,NA,NA,5.90,NA,NA,NA,NA,NA,NA,NA,5.83,NA,3.91,NA,8.30,NA,5.38,NA,NA,NA,6.85,NA,2.80,NA,NA,3.30,3.80,NA,4.69,6.10,4.49,NA,5.60,NA,5.30,NA,NA,NA,NA,5.61,5.80,NA,NA,NA,NA,NA,NA,NA,NA,3.83,5.17,4.26
1-Nov,3.50,4.30,NA,NA,NA,4.80,NA,NA,NA,NA,NA,3.40,NA,6.73,NA,3.95,NA,6.00,NA,6.24,NA,NA,NA,6.57,NA,2.50,NA,NA,3.96,4.50,NA,2.12,0.60,3.68,NA,6.90,NA,5.70,NA,NA,NA,NA,5.36,5.50,NA,NA,NA,NA,NA,2.90,NA,NA,3.64,4.72,3.11
